Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Unnamed: 12
EMP1337,Eva,Williams,,Sales-Nevada,Active,,$115013.65,eva.williams@example.com,-7371470826,Average,False,
EMP1065,Bob,Johnson,40.0,Finance-Nevada,Pending,,$100284.21,bob.johnson@example.com,-5328632665,Excellent,False,
EMP1000,Bob,Davis,25.0,DevOps-California,Active,,$59767.65,bob.davis@example.com,-1651623197,Average,True,
EMP1461,Heidi,Jones,30.0,HR-Nevada,Active,,$74276.71,heidi.jones@example.com,-4384588104,Excellent,True,
EMP1992,Heidi,Johnson,30.0,DevOps-Nevada,Inactive,,$115601.40,heidi.johnson@example.com,-1537221555,Good,True,
EMP1565,Alice,Johnson,40.0,Finance-Florida,Pending,,$117608.32,alice.johnson@example.com,-182727954,Good,True,
EMP1168,Heidi,Davis,40.0,Finance-Nevada,Active,,$79873.48,heidi.davis@example.com,-41257770,Average,False,
EMP1961,Eva,Smith,,DevOps-Texas,Active,,$84559.90,eva.smith@example.com,-6060148859,Poor,False,
EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,,$115195.81,heidi.johnson@example.com,-3402665022,Good,True,
EMP1511,Grace,Johnson,25.0,Admin-New York,Active,,$78643.43,grace.johnson@example.com,-2751562778,Good,True,
EMP1355,Bob,Davis,,Admin-Illinois,Pending,,$97719.88,bob.davis@example.com,-8955296385,Excellent,False,
EMP1377,Alice,Smith,35.0,Cloud Tech-Florida,Active,,$107065.12,alice.smith@example.com,-1849196654,Average,False,
EMP1090,Heidi,Garcia,40.0,Finance-Nevada,Pending,,$72561.32,heidi.garcia@example.com,-4339718955,Excellent,True,
EMP1392,Grace,Garcia,30.0,Finance-New York,Inactive,,$72600.56,grace.garcia@example.com,-7983631461,Excellent,False,
EMP1936,Eva,Miller,40.0,Sales-Nevada,Inactive,,,eva.miller@example.com,-6954132970,Good,False,
EMP1601,Grace,Garcia,35.0,Sales-Texas,Pending,,$109358.73,grace.garcia@example.com,-4457702991,Good,False,
EMP1487,Frank,Brown,30.0,Cloud Tech-Nevada,Inactive,,$112792.20,frank.brown@example.com,-9283692943,Good,True,
EMP1670,Grace,Smith,35.0,Admin-New York,Pending,,$81021.23,grace.smith@example.com,-5962622821,Good,False,
EMP1200,Frank,Davis,25.0,Sales-Nevada,Inactive,,$67639.70,frank.davis@example.com,-1195243639,Excellent,True,
EMP1139,Charlie,Smith,25.0,Finance-California,Pending,,$94725.71,charlie.smith@example.com,-3179128684,Poor,False,
EMP1436,Frank,Garcia,40.0,Sales-Texas,Pending,,$68211.68,frank.garcia@example.com,-7244617678,Good,False,
EMP1839,Charlie,Jones,35.0,DevOps-New York,Inactive,,$105956.04,charlie.jones@example.com,-7123166006,Excellent,False,
EMP1551,Charlie,Brown,40.0,Cloud Tech-California,Pending,,$63128.04,charlie.brown@example.com,-440907976,Poor,False,
EMP1462,Bob,Miller,35.0,Finance-Texas,Inactive,,$67467.86,bob.miller@example.com,-6974132833,Good,True,
EMP1778,Eva,Garcia,35.0,Sales-Florida,Pending,,$98708.06,eva.garcia@example.com,-2135415969,Average,True,
EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,,$66972.06,charlie.johnson@example.com,-1093371188,Good,True,
EMP1489,Charlie,Jones,35.0,DevOps-Florida,Inactive,,$101015.96,charlie.jones@example.com,-3270216486,Poor,True,
EMP1819,Heidi,Smith,30.0,Admin-Nevada,Inactive,,$89919.35,heidi.smith@example.com,-5990802710,Excellent,True,
EMP1038,Frank,Smith,35.0,Admin-Nevada,Pending,,$66708.02,frank.smith@example.com,-6108573277,Good,True,
EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,,$103744.71,frank.miller@example.com,-4181861514,Average,False,
EMP1654,Frank,Miller,35.0,Admin-Florida,Inactive,,$79336.51,frank.miller@example.com,-8749511917,Excellent,False,
EMP1846,Grace,Johnson,,DevOps-California,Inactive,,$68696.15,grace.johnson@example.com,-5577820581,Good,False,
EMP1033,Grace,Johnson,25.0,Finance-California,Inactive,,$79610.52,grace.johnson@example.com,-2304501895,Average,False,
EMP1716,Alice,Williams,,Admin-California,Active,,$118907.61,alice.williams@example.com,-4546553584,Excellent,True,
EMP1315,Charlie,Garcia,40.0,Admin-California,Active,,$95269.41,charlie.garcia@example.com,-4120092819,Good,True,
EMP2016,David,Johnson,30.0,Cloud Tech-Texas,Inactive,,$100215.06,david.johnson@example.com,-2508261122,Good,True,
EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,,$100215.06,david.brown@example.com,-5473820235,Average,True,
EMP1058,David,Williams,35.0,Finance-Texas,Pending,,$93620.88,david.williams@example.com,-54522800,Good,False,
EMP1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,,$63435.24,charlie.smith@example.com,-4721970545,Poor,False,
EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,,$65060.11,alice.garcia@example.com,-5381447442,Excellent,True,
EMP1020,Bob,Miller,35.0,HR-New York,Active,,$111460.67,bob.miller@example.com,-9411800536,Excellent,True,
EMP1367,David,Johnson,,Admin-Illinois,Active,,$89189.43,david.johnson@example.com,-882351304,Poor,True,
EMP1591,Bob,Garcia,30.0,DevOps-Illinois,Inactive,,$74999.69,bob.garcia@example.com,-155029167,Good,True,
EMP1543,Charlie,Johnson,25.0,Finance-California,Active,,$117910.15,charlie.johnson@example.com,-3192227050,Good,False,
EMP1649,Frank,Jones,40.0,Sales-California,Inactive,,$118907.63,frank.jones@example.com,-4938173597,Poor,False,
EMP1479,Charlie,Brown,25.0,Finance-New York,Active,,$106592.25,charlie.brown@example.com,-4205955656,Average,True,
EMP1022,Charlie,Johnson,35.0,Sales-Illinois,Inactive,,$115023.94,charlie.johnson@example.com,-6528092427,Average,True,
EMP1609,David,Garcia,25.0,Sales-Nevada,Inactive,,$60516.83,david.garcia@example.com,-1996059328,Good,False,
EMP1575,Alice,Miller,35.0,Finance-Texas,Inactive,,$87816.61,alice.miller@example.com,-7863767315,Poor,False,
EMP1278,Eva,Smith,40.0,Admin-New York,Pending,,$115311.68,eva.smith@example.com,-5343961128,Excellent,True,
EMP1562,Alice,Davis,25.0,Admin-California,Active,,$97837.32,alice.davis@example.com,-7595587208,Excellent,False,
EMP1799,Eva,Williams,30.0,HR-New York,Active,,$69365.47,eva.williams@example.com,-2650622922,Average,True,
EMP1632,Grace,Jones,40.0,Sales-Nevada,Pending,,$99812.41,grace.jones@example.com,-7171731892,Good,False,
EMP1054,Frank,Davis,,Finance-Nevada,Pending,,$115746.60,frank.davis@example.com,-6024375737,Excellent,True,
EMP1690,Bob,Johnson,35.0,Finance-Nevada,Inactive,,$75229.87,bob.johnson@example.com,-7752401483,Excellent,True,
EMP1092,Alice,Johnson,40.0,HR-New York,Inactive,,$74837.75,alice.johnson@example.com,-5641118241,Poor,False,
EMP1357,Grace,Garcia,40.0,Admin-Nevada,Inactive,,$67687.72,grace.garcia@example.com,-5826312818,Excellent,True,
EMP1146,Frank,Williams,,Sales-California,Active,,$113983.43,frank.williams@example.com,-5148881430,Excellent,True,
EMP1061,Eva,Davis,40.0,Sales-Texas,Inactive,,$64712.79,eva.davis@example.com,-7711991807,Excellent,True,
EMP1290,Grace,Smith,30.0,Finance-California,Inactive,,$90772.25,grace.smith@example.com,-2408916497,Average,False,
EMP1919,Charlie,Garcia,30.0,Admin-Texas,Active,,$90216.76,charlie.garcia@example.com,-9246320373,Average,True,
EMP1453,David,Miller,25.0,Sales-Florida,Active,,$114252.73,david.miller@example.com,-1078356742,Good,False,
EMP1417,Eva,Johnson,25.0,Cloud Tech-California,Inactive,,$86669.79,eva.johnson@example.com,-3666144941,Excellent,True,
EMP1179,Charlie,Williams,,Cloud Tech-Nevada,Active,,$81017.91,charlie.williams@example.com,-2419562524,Excellent,True,
EMP1793,Frank,Brown,40.0,HR-New York,Pending,,$62250.89,frank.brown@example.com,-6453804420,Excellent,True,
EMP1244,Grace,Davis,40.0,Sales-Texas,Active,,$94963.70,grace.davis@example.com,-2625660930,Good,False,
EMP1050,Charlie,Davis,40.0,Cloud Tech-New York,Pending,,$104767.05,charlie.davis@example.com,-3496050165,Excellent,False,
EMP1742,Heidi,Johnson,40.0,DevOps-New York,Active,,$97901.79,heidi.johnson@example.com,-688285030,Average,True,
EMP1852,Grace,Jones,,Admin-Texas,Pending,,$67733.50,grace.jones@example.com,-3813000412,Average,False,
EMP1120,Alice,Garcia,30.0,HR-Illinois,Active,,$80668.13,alice.garcia@example.com,-6110804660,Good,True,
EMP1928,Bob,Miller,,Finance-New York,Inactive,,$92222.03,bob.miller@example.com,-9646300401,Poor,True,
EMP1463,Eva,Smith,25.0,DevOps-Texas,Active,,$80675.41,eva.smith@example.com,-8315203770,Excellent,False,
EMP1423,Alice,Williams,30.0,Admin-Illinois,Active,,$54824.85,alice.williams@example.com,-9406260786,Average,False,
EMP1930,Alice,Davis,35.0,HR-California,Inactive,,$111201.12,alice.davis@example.com,-3012047136,Poor,False,
EMP1787,Alice,Garcia,30.0,Finance-New York,Pending,,$112444.08,alice.garcia@example.com,-2975191022,Excellent,True,
EMP1641,Heidi,Miller,30.0,HR-Florida,Pending,,$112756.67,heidi.miller@example.com,-9643474523,Average,True,
EMP1325,Eva,Miller,40.0,DevOps-Nevada,Pending,,$82258.03,eva.miller@example.com,-6790422710,Average,True,
EMP1296,Bob,Miller,,Cloud Tech-Texas,Pending,,$64150.97,bob.miller@example.com,-23142899,Good,True,
EMP1583,Bob,Johnson,,Cloud Tech-Nevada,Active,,$114963.34,bob.johnson@example.com,-6046419784,Excellent,False,
EMP1946,Charlie,Jones,25.0,Admin-Illinois,Inactive,,$104516.55,charlie.jones@example.com,-652775843,Excellent,False,
EMP1422,Grace,Miller,35.0,HR-Texas,Pending,,$58358.07,grace.miller@example.com,-2943985297,Poor,True,
EMP1494,Alice,Jones,30.0,HR-Florida,Pending,,$62430.86,alice.jones@example.com,-995765727,Poor,False,
EMP1849,Grace,Miller,25.0,Sales-Texas,Pending,,$74606.15,grace.miller@example.com,-2357155867,Good,True,
EMP1238,Heidi,Williams,30.0,Sales-California,Pending,,$64012.48,heidi.williams@example.com,-8260340847,Poor,True,
EMP1391,Bob,Williams,40.0,DevOps-Nevada,Pending,,$109507.44,bob.williams@example.com,-5472812355,Good,False,
EMP1023,David,Garcia,35.0,Finance-Nevada,Pending,,$80667.01,david.garcia@example.com,-7572158623,Excellent,False,
EMP1221,Alice,Williams,40.0,Finance-Texas,Pending,,$118672.76,alice.williams@example.com,-8752437728,Poor,False,
EMP1912,David,Jones,,DevOps-Texas,Inactive,,$117870.22,david.jones@example.com,-622072238,Excellent,False,
EMP1822,Frank,Miller,25.0,HR-Texas,Active,,$99155.53,frank.miller@example.com,-6281372142,Poor,True,
EMP1209,David,Jones,35.0,DevOps-Illinois,Inactive,,$103860.70,david.jones@example.com,-762091842,Average,True,
EMP1310,Frank,Garcia,30.0,HR-New York,Pending,,$65472.99,frank.garcia@example.com,-2105524727,Good,False,
EMP1563,Alice,Davis,35.0,Admin-Illinois,Active,,$106981.84,alice.davis@example.com,-6289365434,Poor,True,
EMP1890,Charlie,Davis,40.0,DevOps-New York,Pending,,$118288.91,charlie.davis@example.com,-2150014187,Poor,False,
EMP1450,David,Miller,,HR-Nevada,Pending,,$113978.60,david.miller@example.com,-56435022,Excellent,True,
EMP1455,Charlie,Williams,25.0,Sales-California,Active,,$99317.66,charlie.williams@example.com,-662668216,Poor,False,
EMP1231,Grace,Brown,30.0,DevOps-Florida,Inactive,,$52964.86,grace.brown@example.com,-1764750110,Good,True,
EMP1009,Charlie,Johnson,,DevOps-New York,Active,,$76561.88,charlie.johnson@example.com,-8156985699,Excellent,True,
EMP1004,Frank,Williams,25.0,Cloud Tech-Florida,Active,,$109324.61,frank.williams@example.com,-1586734256,Poor,False,
EMP1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,,$104541.84,frank.brown@example.com,-5044817765,Good,False,
EMP1481,Eva,Miller,35.0,DevOps-Texas,Active,,$88945.49,eva.miller@example.com,-1935889535,Good,False,
EMP1323,Eva,Johnson,,Sales-Illinois,Pending,,$70663.46,eva.johnson@example.com,-4054683564,Excellent,False,
EMP1399,Frank,Smith,25.0,Finance-Nevada,Active,,$54957.98,frank.smith@example.com,-3181439665,Excellent,True,
EMP1993,Grace,Brown,,DevOps-Nevada,Active,,$64045.36,grace.brown@example.com,-6847323652,Poor,True,
EMP1504,Heidi,Davis,35.0,HR-Florida,Inactive,,$101571.25,heidi.davis@example.com,-8150618537,Excellent,False,
EMP1854,Charlie,Davis,25.0,HR-Texas,Inactive,,$73285.83,charlie.davis@example.com,-9456534698,Good,True,
EMP1293,Frank,Johnson,,Admin-New York,Active,,$60722.99,frank.johnson@example.com,-2397240421,Excellent,True,
EMP1561,Grace,Williams,,HR-Florida,Active,,$57452.93,grace.williams@example.com,-3343244740,Good,True,
EMP1342,Heidi,Williams,40.0,Admin-California,Pending,,$80229.36,heidi.williams@example.com,-6778265959,Excellent,False,
EMP1509,Frank,Johnson,35.0,HR-Illinois,Inactive,,$109584.97,frank.johnson@example.com,-3477695873,Poor,True,
EMP1924,Heidi,Smith,35.0,DevOps-Texas,Pending,,$113012.21,heidi.smith@example.com,-4008385075,Excellent,False,
EMP1554,Alice,Smith,,Finance-Illinois,Inactive,,$104675.70,alice.smith@example.com,-4390552957,Poor,True,
EMP1735,David,Williams,,Admin-New York,Pending,,$102524.86,david.williams@example.com,-8153523735,Poor,False,
EMP1344,Grace,Williams,30.0,DevOps-Florida,Inactive,,,grace.williams@example.com,-2727516479,Poor,True,
EMP1888,Bob,Brown,30.0,DevOps-Florida,Active,,$112395.56,bob.brown@example.com,-7894896339,Good,False,
EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,,$55617.50,grace.williams@example.com,-5151092267,Excellent,True,
EMP1095,Heidi,Miller,25.0,Cloud Tech-California,Active,,$98425.10,heidi.miller@example.com,-4610339936,Average,True,
EMP1664,Frank,Smith,40.0,DevOps-Illinois,Pending,,$109423.05,frank.smith@example.com,-1128981230,Average,False,
EMP1358,Grace,Smith,40.0,Cloud Tech-Florida,Pending,,$90757.08,grace.smith@example.com,-6482531105,Good,True,
EMP1099,Eva,Jones,25.0,Admin-California,Active,,,eva.jones@example.com,-2582386869,Good,False,
EMP1876,Alice,Johnson,30.0,Cloud Tech-Nevada,Pending,,,alice.johnson@example.com,-9327986238,Good,True,
EMP1177,Alice,Williams,25.0,DevOps-Illinois,Active,,$79388.27,alice.williams@example.com,-5063731494,Average,True,
EMP1942,Frank,Garcia,30.0,Cloud Tech-California,Inactive,,$94537.30,frank.garcia@example.com,-5591024509,Good,True,
EMP1617,Alice,Garcia,30.0,Sales-Illinois,Pending,,$107855.99,alice.garcia@example.com,-2565237340,Excellent,False,
EMP1349,Eva,Davis,40.0,Admin-Texas,Active,,$69317.33,eva.davis@example.com,-5289286645,Good,False,
EMP1766,Charlie,Jones,25.0,Cloud Tech-Texas,Pending,,$94385.07,charlie.jones@example.com,-6543627186,Poor,True,
EMP1269,David,Williams,25.0,Sales-Florida,Active,,$94031.77,david.williams@example.com,-4716392822,Excellent,True,
EMP1206,Alice,Garcia,35.0,Sales-New York,Pending,,$60797.69,alice.garcia@example.com,-4090138068,Average,True,
EMP1684,Charlie,Smith,25.0,Finance-New York,Inactive,,$71810.37,charlie.smith@example.com,-5608213710,Average,True,
EMP1406,Grace,Miller,35.0,DevOps-Texas,Active,,$77011.99,grace.miller@example.com,-7584745704,Average,True,
EMP1881,David,Miller,25.0,Sales-Texas,Pending,,$110391.17,david.miller@example.com,-8914444982,Excellent,False,
EMP1910,Bob,Williams,30.0,Finance-Texas,Active,,$112856.21,bob.williams@example.com,-4281785227,Poor,False,
EMP1332,Frank,Brown,35.0,Finance-Texas,Inactive,,$82129.84,frank.brown@example.com,-6927589550,Average,False,
EMP1129,Grace,Brown,40.0,DevOps-Nevada,Active,,$117537.71,grace.brown@example.com,-9594652169,Excellent,False,
EMP1662,Charlie,Jones,35.0,HR-California,Pending,,$84124.56,charlie.jones@example.com,-3350271606,Excellent,False,
EMP1945,Eva,Davis,35.0,DevOps-Nevada,Pending,,$56708.34,eva.davis@example.com,-7942817933,Excellent,False,
EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,,$88725.60,grace.miller@example.com,-5265016730,Average,True,
EMP1859,Grace,Davis,35.0,Admin-Nevada,Inactive,,$90224.82,grace.davis@example.com,-4873961028,Excellent,False,
EMP2008,Grace,Brown,35.0,Admin-Nevada,Inactive,,$90224.82,grace.brown@example.com,-5104096148,Good,True,
EMP1184,Frank,Smith,25.0,Finance-Nevada,Active,,$51311.91,frank.smith@example.com,-864035532,Excellent,False,
EMP1433,Bob,Garcia,30.0,Cloud Tech-New York,Inactive,,$71982.33,bob.garcia@example.com,-9609409704,Average,False,
EMP1374,Bob,Smith,30.0,HR-Nevada,Active,,$77192.43,bob.smith@example.com,-2562531354,Excellent,False,
EMP1295,David,Brown,30.0,DevOps-Illinois,Active,,$81272.36,david.brown@example.com,-1820916600,Poor,False,
EMP1780,Eva,Smith,40.0,Sales-California,Inactive,,$90259.99,eva.smith@example.com,-752034475,Average,False,
EMP1324,David,Miller,40.0,Sales-New York,Inactive,,$95822.56,david.miller@example.com,-2156818208,Average,False,
EMP1767,Grace,Garcia,,Sales-New York,Inactive,,$76642.49,grace.garcia@example.com,-4960335825,Poor,True,
EMP1218,Heidi,Garcia,25.0,Cloud Tech-Florida,Pending,,$51150.47,heidi.garcia@example.com,-1159319524,Excellent,False,
EMP1643,David,Smith,35.0,Finance-California,Pending,,$50680.62,david.smith@example.com,-6065274032,Average,True,
EMP1352,Frank,Smith,40.0,HR-Florida,Pending,,$59528.71,frank.smith@example.com,-3378613714,Poor,False,
EMP1037,Grace,Smith,25.0,Sales-New York,Pending,,$52781.92,grace.smith@example.com,-4996165925,Average,True,
EMP1889,Heidi,Smith,25.0,Finance-New York,Active,,$81849.36,heidi.smith@example.com,-6791766511,Excellent,False,
